Scenario,rate,year,variable,sector,subsector,labor,qualifier,value,solvestat
"S0",0.000000000,"2012","wage","Roil","","Low_Rural_Female","wage",0.077500240,1.000000000
"S0",0.000000000,"2012","employment","Roil","","High_Rural_Female","employment",2.313893512,1.000000000
"S0",0.000000000,"2012","wage","Roil","","High_Rural_Female","wage",0.112391174,1.000000000
"S0",0.000000000,"2012","output","Gas","","","output",311.871374033,1.000000000
"S0",0.000000000,"2012","employment","Gas","","Low_Urban_Male","employment",210.020405508,1.000000000
"S0",0.000000000,"2012","wage","Gas","","Low_Urban_Male","wage",0.038547571,1.000000000
"S0",0.000000000,"2012","employment","Gas","","High_Urban_Male","employment",86.842662351,1.000000000
"S0",0.000000000,"2012","wage","Gas","","High_Urban_Male","wage",0.055302608,1.000000000
"S0",0.000000000,"2012","employment","Gas","","Low_Rural_Male","employment",32.671793946,1.000000000
"S0",0.000000000,"2012","wage","Gas","","Low_Rural_Male","wage",0.029096400,1.000000000
"S0",0.000000000,"2012","employment","Gas","","High_Rural_Male","employment",3.117063162,1.000000000
"S0",0.000000000,"2012","wage","Gas","","High_Rural_Male","wage",0.038883861,1.000000000
"S0",0.000000000,"2012","employment","Gas","","Low_Urban_Female","employment",92.126598239,1.000000000
"S0",0.000000000,"2012","wage","Gas","","Low_Urban_Female","wage",0.028993752,1.000000000
"S0",0.000000000,"2012","employment","Gas","","High_Urban_Female","employment",53.994551002,1.000000000
"S0",0.000000000,"2012","wage","Gas","","High_Urban_Female","wage",0.042711707,1.000000000
"S0",0.000000000,"2012","employment","Gas","","Low_Rural_Female","employment",13.873799532,1.000000000
"S0",0.000000000,"2012","wage","Gas","","Low_Rural_Female","wage",0.021773102,1.000000000
"S0",0.000000000,"2012","employment","Gas","","High_Rural_Female","employment",1.003962067,1.000000000
"S0",0.000000000,"2012","wage","Gas","","High_Rural_Female","wage",0.032393746,1.000000000
"S0",0.000000000,"2012","output","Agri","","","output",8952.767011948,1.000000000
"S0",0.000000000,"2012","employment","Agri","","Low_Urban_Male","employment",27432.472869522,1.000000000
"S0",0.000000000,"2012","wage","Agri","","Low_Urban_Male","wage",0.028317990,1.000000000
"S0",0.000000000,"2012","employment","Agri","","High_Urban_Male","employment",517.601093859,1.000000000
"S0",0.000000000,"2012","wage","Agri","","High_Urban_Male","wage",0.103608170,1.000000000
"S0",0.000000000,"2012","employment","Agri","","Low_Rural_Male","employment",1.4232389944E+5,1.000000000
"S0",0.000000000,"2012","wage","Agri","","Low_Rural_Male","wage",0.016395752,1.000000000
"S0",0.000000000,"2012","employment","Agri","","High_Rural_Male","employment",777.659452310,1.000000000
"S0",0.000000000,"2012","wage","Agri","","High_Rural_Male","wage",0.033214656,1.000000000
"S0",0.000000000,"2012","employment","Agri","","Low_Urban_Female","employment",26819.782359036,1.000000000
"S0",0.000000000,"2012","wage","Agri","","Low_Urban_Female","wage",0.015666182,1.000000000
"S0",0.000000000,"2012","employment","Agri","","High_Urban_Female","employment",302.842259183,1.000000000
"S0",0.000000000,"2012","wage","Agri","","High_Urban_Female","wage",0.069297213,1.000000000
"S0",0.000000000,"2012","employment","Agri","","Low_Rural_Female","employment",1.3787982836E+5,1.000000000
"S0",0.000000000,"2012","wage","Agri","","Low_Rural_Female","wage",0.012026005,1.000000000
"S0",0.000000000,"2012","employment","Agri","","High_Rural_Female","employment",466.679812987,1.000000000
"S0",0.000000000,"2012","wage","Agri","","High_Rural_Female","wage",0.022588222,1.000000000
"S0",0.000000000,"2012","output","mine","","","output",1880.434713149,1.000000000
"S0",0.000000000,"2012","employment","mine","","Low_Urban_Male","employment",845.076765465,1.000000000
"S0",0.000000000,"2012","wage","mine","","Low_Urban_Male","wage",0.158761708,1.000000000
"S0",0.000000000,"2012","employment","mine","","High_Urban_Male","employment",126.942815774,1.000000000
"S0",0.000000000,"2012","wage","mine","","High_Urban_Male","wage",0.244467874,1.000000000
"S0",0.000000000,"2012","employment","mine","","Low_Rural_Male","employment",905.860630793,1.000000000
"S0",0.000000000,"2012","wage","mine","","Low_Rural_Male","wage",0.118971230,1.000000000
"S0",0.000000000,"2012","employment","mine","","High_Rural_Male","employment",25.538882658,1.000000000
"S0",0.000000000,"2012","wage","mine","","High_Rural_Male","wage",0.156593743,1.000000000
"S0",0.000000000,"2012","employment","mine","","Low_Urban_Female","employment",227.455255970,1.000000000
"S0",0.000000000,"2012","wage","mine","","Low_Urban_Female","wage",0.116499418,1.000000000
"S0",0.000000000,"2012","employment","mine","","High_Urban_Female","employment",52.721700352,1.000000000
"S0",0.000000000,"2012","wage","mine","","High_Urban_Female","wage",0.192103786,1.000000000
"S0",0.000000000,"2012","employment","mine","","Low_Rural_Female","employment",159.907253494,1.000000000
"S0",0.000000000,"2012","wage","mine","","Low_Rural_Female","wage",0.087085914,1.000000000
"S0",0.000000000,"2012","employment","mine","","High_Rural_Female","employment",6.903434411,1.000000000
"S0",0.000000000,"2012","wage","mine","","High_Rural_Female","wage",0.133120887,1.000000000
"S0",0.000000000,"2012","output","Food","","","output",8853.384413732,1.000000000
"S0",0.000000000,"2012","employment","Food","","Low_Urban_Male","employment",3107.767201080,1.000000000
"S0",0.000000000,"2012","wage","Food","","Low_Urban_Male","wage",0.081040118,1.000000000
"S0",0.000000000,"2012","employment","Food","","High_Urban_Male","employment",510.413229389,1.000000000
"S0",0.000000000,"2012","wage","Food","","High_Urban_Male","wage",0.148333955,1.000000000
"S0",0.000000000,"2012","employment","Food","","Low_Rural_Male","employment",1502.233214691,1.000000000
"S0",0.000000000,"2012","wage","Food","","Low_Rural_Male","wage",0.061415466,1.000000000
"S0",0.000000000,"2012","employment","Food","","High_Rural_Male","employment",47.052355273,1.000000000
"S0",0.000000000,"2012","wage","Food","","High_Rural_Male","wage",0.094923471,1.000000000
"S0",0.000000000,"2012","employment","Food","","Low_Urban_Female","employment",2462.955880482,1.000000000
"S0",0.000000000,"2012","wage","Food","","Low_Urban_Female","wage",0.051831788,1.000000000
"S0",0.000000000,"2012","employment","Food","","High_Urban_Female","employment",330.695232435,1.000000000
"S0",0.000000000,"2012","wage","Food","","High_Urban_Female","wage",0.108660439,1.000000000
"S0",0.000000000,"2012","employment","Food","","Low_Rural_Female","employment",1259.886330708,1.000000000
"S0",0.000000000,"2012","wage","Food","","Low_Rural_Female","wage",0.041076564,1.000000000
"S0",0.000000000,"2012","employment","Food","","High_Rural_Female","employment",30.090177195,1.000000000
"S0",0.000000000,"2012","wage","Food","","High_Rural_Female","wage",0.072328562,1.000000000
"S0",0.000000000,"2012","output","Paper","","","output",1239.293308245,1.000000000
"S0",0.000000000,"2012","employment","Paper","","Low_Urban_Male","employment",825.117601785,1.000000000
"S0",0.000000000,"2012","wage","Paper","","Low_Urban_Male","wage",0.058329052,1.000000000
"S0",0.000000000,"2012","employment","Paper","","High_Urban_Male","employment",97.635154713,1.000000000
"S0",0.000000000,"2012","wage","Paper","","High_Urban_Male","wage",0.085021430,1.000000000
"S0",0.000000000,"2012","employment","Paper","","Low_Rural_Male","employment",351.874360452,1.000000000
"S0",0.000000000,"2012","wage","Paper","","Low_Rural_Male","wage",0.045556204,1.000000000
"S0",0.000000000,"2012","employment","Paper","","High_Rural_Male","employment",13.931168816,1.000000000
"S0",0.000000000,"2012","wage","Paper","","High_Rural_Male","wage",0.061006869,1.000000000
"S0",0.000000000,"2012","employment","Paper","","Low_Urban_Female","employment",567.884052799,1.000000000
"S0",0.000000000,"2012","wage","Paper","","Low_Urban_Female","wage",0.040388049,1.000000000
"S0",0.000000000,"2012","employment","Paper","","High_Urban_Female","employment",60.658300040,1.000000000
"S0",0.000000000,"2012","wage","Paper","","High_Urban_Female","wage",0.065593988,1.000000000
"S0",0.000000000,"2012","employment","Paper","","Low_Rural_Female","employment",264.921684105,1.000000000
"S0",0.000000000,"2012","wage","Paper","","Low_Rural_Female","wage",0.033234935,1.000000000
"S0",0.000000000,"2012","employment","Paper","","High_Rural_Female","employment",7.180719121,1.000000000
"S0",0.000000000,"2012","wage","Paper","","High_Rural_Female","wage",0.050051946,1.000000000
"S0",0.000000000,"2012","output","Chem","","","output",2802.080924721,1.000000000
"S0",0.000000000,"2012","employment","Chem","","Low_Urban_Male","employment",721.920411977,1.000000000
"S0",0.000000000,"2012","wage","Chem","","Low_Urban_Male","wage",0.076532001,1.000000000
"S0",0.000000000,"2012","employment","Chem","","High_Urban_Male","employment",220.823595275,1.000000000
"S0",0.000000000,"2012","wage","Chem","","High_Urban_Male","wage",0.112614733,1.000000000
"S0",0.000000000,"2012","employment","Chem","","Low_Rural_Male","employment",218.576884232,1.000000000
"S0",0.000000000,"2012","wage","Chem","","Low_Rural_Male","wage",0.058496978,1.000000000
"S0",0.000000000,"2012","employment","Chem","","High_Rural_Male","employment",17.746224644,1.000000000
"S0",0.000000000,"2012","wage","Chem","","High_Rural_Male","wage",0.081117881,1.000000000
"S0",0.000000000,"2012","employment","Chem","","Low_Urban_Female","employment",327.529150341,1.000000000
"S0",0.000000000,"2012","wage","Chem","","Low_Urban_Female","wage",0.055672658,1.000000000
"S0",0.000000000,"2012","employment","Chem","","High_Urban_Female","employment",111.561642160,1.000000000
"S0",0.000000000,"2012","wage","Chem","","High_Urban_Female","wage",0.087239820,1.000000000
"S0",0.000000000,"2012","employment","Chem","","Low_Rural_Female","employment",86.225999069,1.000000000
"S0",0.000000000,"2012","wage","Chem","","Low_Rural_Female","wage",0.042898115,1.000000000
"S0",0.000000000,"2012","employment","Chem","","High_Rural_Female","employment",7.199842239,1.000000000
"S0",0.000000000,"2012","wage","Chem","","High_Rural_Female","wage",0.066850299,1.000000000
"S0",0.000000000,"2012","output","CM","","","output",1681.405686651,1.000000000
"S0",0.000000000,"2012","employment","CM","","Low_Urban_Male","employment",934.646961541,1.000000000
"S0",0.000000000,"2012","wage","CM","","Low_Urban_Male","wage",0.074694582,1.000000000
"S0",0.000000000,"2012","employment","CM","","High_Urban_Male","employment",125.680660090,1.000000000
"S0",0.000000000,"2012","wage","CM","","High_Urban_Male","wage",0.109647803,1.000000000
"S0",0.000000000,"2012","employment","CM","","Low_Rural_Male","employment",522.662649691,1.000000000
"S0",0.000000000,"2012","wage","CM","","Low_Rural_Male","wage",0.058830802,1.000000000
"S0",0.000000000,"2012","employment","CM","","High_Rural_Male","employment",20.672056944,1.000000000
"S0",0.000000000,"2012","wage","CM","","High_Rural_Male","wage",0.080020068,1.000000000
"S0",0.000000000,"2012","employment","CM","","Low_Urban_Female","employment",438.866170297,1.000000000
"S0",0.000000000,"2012","wage","CM","","Low_Urban_Female","wage",0.051404303,1.000000000
"S0",0.000000000,"2012","employment","CM","","High_Urban_Female","employment",60.016526498,1.000000000
"S0",0.000000000,"2012","wage","CM","","High_Urban_Female","wage",0.083690298,1.000000000
"S0",0.000000000,"2012","employment","CM","","Low_Rural_Female","employment",241.639326018,1.000000000
"S0",0.000000000,"2012","wage","CM","","Low_Rural_Female","wage",0.041616171,1.000000000
"S0",0.000000000,"2012","employment","CM","","High_Rural_Female","employment",8.213365827,1.000000000
"S0",0.000000000,"2012","wage","CM","","High_Rural_Female","wage",0.064630221,1.000000000
"S0",0.000000000,"2012","output","IST","","","output",1601.223353705,1.000000000
"S0",0.000000000,"2012","employment","IST","","Low_Urban_Male","employment",856.928175705,1.000000000
"S0",0.000000000,"2012","wage","IST","","Low_Urban_Male","wage",0.055083199,1.000000000
"S0",0.000000000,"2012","employment","IST","","High_Urban_Male","employment",240.376295722,1.000000000
"S0",0.000000000,"2012","wage","IST","","High_Urban_Male","wage",0.078979782,1.000000000
"S0",0.000000000,"2012","employment","IST","","Low_Rural_Male","employment",351.128557976,1.000000000
"S0",0.000000000,"2012","wage","IST","","Low_Rural_Male","wage",0.042124848,1.000000000
"S0",0.000000000,"2012","employment","IST","","High_Rural_Male","employment",18.415532609,1.000000000
"S0",0.000000000,"2012","wage","IST","","High_Rural_Male","wage",0.055897056,1.000000000
"S0",0.000000000,"2012","employment","IST","","Low_Urban_Female","employment",246.815423795,1.000000000
"S0",0.000000000,"2012","wage","IST","","Low_Urban_Female","wage",0.040570773,1.000000000
"S0",0.000000000,"2012","employment","IST","","High_Urban_Female","employment",83.719363848,1.000000000
"S0",0.000000000,"2012","wage","IST","","High_Urban_Female","wage",0.060863858,1.000000000
"S0",0.000000000,"2012","employment","IST","","Low_Rural_Female","employment",67.973012070,1.000000000
"S0",0.000000000,"2012","wage","IST","","Low_Rural_Female","wage",0.031279805,1.000000000
"S0",0.000000000,"2012","employment","IST","","High_Rural_Female","employment",5.411833561,1.000000000
"S0",0.000000000,"2012","wage","IST","","High_Rural_Female","wage",0.046019934,1.000000000
"S0",0.000000000,"2012","output","NFM","","","output",2338.406871543,1.000000000
"S0",0.000000000,"2012","employment","NFM","","Low_Urban_Male","employment",449.541005060,1.000000000
"S0",0.000000000,"2012","wage","NFM","","Low_Urban_Male","wage",0.128245689,1.000000000
"S0",0.000000000,"2012","employment","NFM","","High_Urban_Male","employment",116.385640087,1.000000000
"S0",0.000000000,"2012","wage","NFM","","High_Urban_Male","wage",0.184403995,1.000000000
"S0",0.000000000,"2012","employment","NFM","","Low_Rural_Male","employment",177.969008191,1.000000000
"S0",0.000000000,"2012","wage","NFM","","Low_Rural_Male","wage",0.097607717,1.000000000
"S0",0.000000000,"2012","employment","NFM","","High_Rural_Male","employment",11.712890710,1.000000000
"S0",0.000000000,"2012","wage","NFM","","High_Rural_Male","wage",0.131444670,1.000000000
"S0",0.000000000,"2012","employment","NFM","","Low_Urban_Female","employment",167.042967995,1.000000000
"S0",0.000000000,"2012","wage","NFM","","Low_Urban_Female","wage",0.093717322,1.000000000
"S0",0.000000000,"2012","employment","NFM","","High_Urban_Female","employment",53.973158668,1.000000000
"S0",0.000000000,"2012","wage","NFM","","High_Urban_Female","wage",0.140489141,1.000000000
"S0",0.000000000,"2012","employment","NFM","","Low_Rural_Female","employment",53.525520260,1.000000000
"S0",0.000000000,"2012","wage","NFM","","Low_Rural_Female","wage",0.071796781,1.000000000
"S0",0.000000000,"2012","employment","NFM","","High_Rural_Female","employment",4.560856232,1.000000000
"S0",0.000000000,"2012","wage","NFM","","High_Rural_Female","wage",0.108210037,1.000000000
"S0",0.000000000,"2012","output","EII","","","output",22445.983702356,1.000000000
"S0",0.000000000,"2012","employment","EII","","Low_Urban_Male","employment",8775.783140325,1.000000000
"S0",0.000000000,"2012","wage","EII","","Low_Urban_Male","wage",0.082572619,1.000000000
"S0",0.000000000,"2012","employment","EII","","High_Urban_Male","employment",1326.513909699,1.000000000
"S0",0.000000000,"2012","wage","EII","","High_Urban_Male","wage",0.149282830,1.000000000
"S0",0.000000000,"2012","employment","EII","","Low_Rural_Male","employment",4465.795356320,1.000000000
"S0",0.000000000,"2012","wage","EII","","Low_Rural_Male","wage",0.061783634,1.000000000
"S0",0.000000000,"2012","employment","EII","","High_Rural_Male","employment",139.235195068,1.000000000
"S0",0.000000000,"2012","wage","EII","","High_Rural_Male","wage",0.098610733,1.000000000
"S0",0.000000000,"2012","employment","EII","","Low_Urban_Female","employment",4798.049061254,1.000000000
"S0",0.000000000,"2012","wage","EII","","Low_Urban_Female","wage",0.053600702,1.000000000
"S0",0.000000000,"2012","employment","EII","","High_Urban_Female","employment",792.173223764,1.000000000
"S0",0.000000000,"2012","wage","EII","","High_Urban_Female","wage",0.108276318,1.000000000
"S0",0.000000000,"2012","employment","EII","","Low_Rural_Female","employment",2407.137685747,1.000000000
"S0",0.000000000,"2012","wage","EII","","Low_Rural_Female","wage",0.041610283,1.000000000
"S0",0.000000000,"2012","employment","EII","","High_Rural_Female","employment",71.960175869,1.000000000
"S0",0.000000000,"2012","wage","EII","","High_Rural_Female","wage",0.076638885,1.000000000
"S0",0.000000000,"2012","output","OM","","","output",50728.619922780,1.000000000
"S0",0.000000000,"2012","employment","OM","","Low_Urban_Male","employment",42907.056539854,1.000000000
"S0",0.000000000,"2012","wage","OM","","Low_Urban_Male","wage",0.056254086,1.000000000
"S0",0.000000000,"2012","employment","OM","","High_Urban_Male","employment",6070.365200525,1.000000000
"S0",0.000000000,"2012","wage","OM","","High_Urban_Male","wage",0.102384371,1.000000000
"S0",0.000000000,"2012","employment","OM","","Low_Rural_Male","employment",26839.854800251,1.000000000
"S0",0.000000000,"2012","wage","OM","","Low_Rural_Male","wage",0.044302881,1.000000000
"S0",0.000000000,"2012","employment","OM","","High_Rural_Male","employment",632.668205435,1.000000000
"S0",0.000000000,"2012","wage","OM","","High_Rural_Male","wage",0.067518906,1.000000000
"S0",0.000000000,"2012","employment","OM","","Low_Urban_Female","employment",25908.998586370,1.000000000
"S0",0.000000000,"2012","wage","OM","","Low_Urban_Female","wage",0.032106042,1.000000000
"S0",0.000000000,"2012","employment","OM","","High_Urban_Female","employment",3245.812688403,1.000000000
"S0",0.000000000,"2012","wage","OM","","High_Urban_Female","wage",0.072167537,1.000000000
"S0",0.000000000,"2012","employment","OM","","Low_Rural_Female","employment",15247.955827386,1.000000000
"S0",0.000000000,"2012","wage","OM","","Low_Rural_Female","wage",0.023365626,1.000000000
"S0",0.000000000,"2012","employment","OM","","High_Rural_Female","employment",319.145196759,1.000000000
"S0",0.000000000,"2012","wage","OM","","High_Rural_Female","wage",0.046970520,1.000000000
"S0",0.000000000,"2012","output","Air","","","output",509.799415408,1.000000000
"S0",0.000000000,"2012","employment","Air","","Low_Urban_Male","employment",102.074088786,1.000000000
"S0",0.000000000,"2012","wage","Air","","Low_Urban_Male","wage",0.102044900,1.000000000
"S0",0.000000000,"2012","employment","Air","","High_Urban_Male","employment",154.817181708,1.000000000
"S0",0.000000000,"2012","wage","Air","","High_Urban_Male","wage",0.149393307,1.000000000
"S0",0.000000000,"2012","employment","Air","","Low_Rural_Male","employment",25.720551950,1.000000000
"S0",0.000000000,"2012","wage","Air","","Low_Rural_Male","wage",0.077121904,1.000000000
"S0",0.000000000,"2012","employment","Air","","High_Rural_Male","employment",3.881986648,1.000000000
"S0",0.000000000,"2012","wage","Air","","High_Rural_Male","wage",0.102403739,1.000000000
"S0",0.000000000,"2012","employment","Air","","Low_Urban_Female","employment",48.881754855,1.000000000
"S0",0.000000000,"2012","wage","Air","","Low_Urban_Female","wage",0.078132245,1.000000000
"S0",0.000000000,"2012","employment","Air","","High_Urban_Female","employment",115.123485014,1.000000000
"S0",0.000000000,"2012","wage","Air","","High_Urban_Female","wage",0.114607218,1.000000000
"S0",0.000000000,"2012","employment","Air","","Low_Rural_Female","employment",9.666720439,1.000000000
"S0",0.000000000,"2012","wage","Air","","Low_Rural_Female","wage",0.057977685,1.000000000
"S0",0.000000000,"2012","employment","Air","","High_Rural_Female","employment",2.973640012,1.000000000
"S0",0.000000000,"2012","wage","Air","","High_Rural_Female","wage",0.083667657,1.000000000
"S0",0.000000000,"2012","output","Tran","","","output",5040.606259121,1.000000000
"S0",0.000000000,"2012","employment","Tran","","Low_Urban_Male","employment",13731.975912706,1.000000000
"S0",0.000000000,"2012","wage","Tran","","Low_Urban_Male","wage",0.039992512,1.000000000
"S0",0.000000000,"2012","employment","Tran","","High_Urban_Male","employment",1426.277612093,1.000000000
"S0",0.000000000,"2012","wage","Tran","","High_Urban_Male","wage",0.072408197,1.000000000
"S0",0.000000000,"2012","employment","Tran","","Low_Rural_Male","employment",5450.328364424,1.000000000
"S0",0.000000000,"2012","wage","Tran","","Low_Rural_Male","wage",0.029030121,1.000000000
"S0",0.000000000,"2012","employment","Tran","","High_Rural_Male","employment",81.311365359,1.000000000
"S0",0.000000000,"2012","wage","Tran","","High_Rural_Male","wage",0.045076483,1.000000000
"S0",0.000000000,"2012","employment","Tran","","Low_Urban_Female","employment",2264.209295072,1.000000000
"S0",0.000000000,"2012","wage","Tran","","Low_Urban_Female","wage",0.032155142,1.000000000
"S0",0.000000000,"2012","employment","Tran","","High_Urban_Female","employment",666.128892318,1.000000000
"S0",0.000000000,"2012","wage","Tran","","High_Urban_Female","wage",0.055222977,1.000000000
"S0",0.000000000,"2012","employment","Tran","","Low_Rural_Female","employment",665.435615307,1.000000000
"S0",0.000000000,"2012","wage","Tran","","Low_Rural_Female","wage",0.024548310,1.000000000
"S0",0.000000000,"2012","employment","Tran","","High_Rural_Female","employment",24.276758776,1.000000000
"S0",0.000000000,"2012","wage","Tran","","High_Rural_Female","wage",0.036631395,1.000000000
"S0",0.000000000,"2012","output","Serv","","","output",39413.895494064,1.000000000
"S0",0.000000000,"2012","employment","Serv","","Low_Urban_Male","employment",51921.237189420,1.000000000
"S0",0.000000000,"2012","wage","Serv","","Low_Urban_Male","wage",0.046362548,1.000000000
"S0",0.000000000,"2012","employment","Serv","","High_Urban_Male","employment",26831.901107957,1.000000000
"S0",0.000000000,"2012","wage","Serv","","High_Urban_Male","wage",0.112251324,1.000000000
"S0",0.000000000,"2012","employment","Serv","","Low_Rural_Male","employment",13684.414008060,1.000000000
"S0",0.000000000,"2012","wage","Serv","","Low_Rural_Male","wage",0.033459080,1.000000000
"S0",0.000000000,"2012","employment","Serv","","High_Rural_Male","employment",1767.154896868,1.000000000
"S0",0.000000000,"2012","wage","Serv","","High_Rural_Male","wage",0.069347629,1.000000000
"S0",0.000000000,"2012","employment","Serv","","Low_Urban_Female","employment",51079.198176618,1.000000000
"S0",0.000000000,"2012","wage","Serv","","Low_Urban_Female","wage",0.030214281,1.000000000
"S0",0.000000000,"2012","employment","Serv","","High_Urban_Female","employment",23988.330664723,1.000000000
"S0",0.000000000,"2012","wage","Serv","","High_Urban_Female","wage",0.084478530,1.000000000
"S0",0.000000000,"2012","employment","Serv","","Low_Rural_Female","employment",12767.031794112,1.000000000
"S0",0.000000000,"2012","wage","Serv","","Low_Rural_Female","wage",0.021994838,1.000000000
